id_municipio,municipio_nome,id_gaema,id_redeprotetiva,num_gaema,gaema_nome,gaema_secretario,gaema_secretario_funcao,gaema_endereco,gaema_numero,gaema_complemento,gaema_bairro,gaema_cep,gaema_municipio,gaema_telefone,gaema_email,gaema_link,gaema_ato_criacao,gaema_ato_criacao_link,rp_num,rp_nome,rp_ugrhi
3516408,Franco da Rocha,8.0,,VIII,Núcleo Cabeceiras,,,Rua Riachuelo,115,Sala 309 / 3º andar,Centro,01007-904,São Paulo,(11) 3119-9370 / 3119-9366,gaema_cabeceiras@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Cabeceiras,"Ato Normativo nº 683/11-PGJ, de 15/02/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/683.pdf,,,
3516507,Gabriel Monteiro,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3516606,Gália,7.0,,VII,Núcleo Médio Paranapanema,Dr. Luis Fernando Rocha,3º PJ de Assis,Rua Vinte e Quatro de Maio,2,,Vila Clementina,19806-030,Assis,(18) 3322-2155 / 3324-2378,gaemaparanapanema@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,
3516705,Garça,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3516804,Gastão Vidigal,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3516853,Gavião Peixoto,,16.0,,,,,,,,,,,,,,,,XVI,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3516903,General Salgado,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3517000,Getulina,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3517109,Glicério,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3517208,Guaiçara,,8.0,,,,,,,,,,,,,,,,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3517307,Guaimbê,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3517406,Guaíra,,4.0,,,,,,,,,,,,,,,,IV,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3517505,Guapiaçu,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3517604,Guapiara,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3517703,Guará,,2.0,,,,,,,,,,,,,,,,II,Sapucaí/Grande,UGRHI Sapucaí/Grande
3517802,Guaraçaí,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3517901,Guaraci,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3518008,Guarani d'Oeste,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3518107,Guarantã,,8.0,,,,,,,,,,,,,,,,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3518206,Guararapes,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3518305,Guararema,1.0,,I,Núcleo Vale do Paraíba,Dr. Laerte Fernando Levai,4º PJ de São José dos Campos,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3518404,Guaratinguetá,1.0,,I,Núcleo Vale do Paraíba,Dr. Laerte Fernando Levai,4º PJ de São José dos Campos,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3518503,Guareí,12.0,,XII,Núcleo Tietê/Sorocaba,Dr. Antonio Domingues Farto Neto,,Avenida Engenheiro Carlos Reinaldo Mendes,3200,Sala 609,Alto da Boa Vista,18013-280,Sorocaba,(15) 3228-6700,gaematietesorocaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/tiete_sorocaba,"Ato Normativo nº 848/14-PGJ, de 17/10/14",http://biblioteca.mpsp.mp.br/PHL_IMG/Atos/848.pdf,,,
3518602,Guariba,,16.0,,,,,,,,,,,,,,,,XVI,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3518701,Guarujá,3.0,,III,Núcleo Baixada Santista,Dra. Flávia Maria Gonçalves,10ª PJ de São Vicente,Avenida Conselheiro Nébias,756,5º andar / conj. 505,Boqueirão,11013-300,Santos,(13) 3221-6257,gaemabs@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Baixada_Santista,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3518800,Guarulhos,8.0,,VIII,Núcleo Cabeceiras,,,Rua Riachuelo,115,Sala 309 / 3º andar,Centro,01007-904,São Paulo,(11) 3119-9370 / 3119-9366,gaema_cabeceiras@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Cabeceiras,"Ato Normativo nº 683/11-PGJ, de 15/02/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/683.pdf,,,
3518859,Guatapará,5.0,,V,Núcleo Pardo,Dr. Guilherme Chaves Nascimento,1º PJ de Cravinhos,Rua Alice Alem Saad,855,,Nova Ribeirânia,14096-570,Ribeirão Preto,(16) 3995-1453 / 3995-1451,gaemapardo@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Pardo,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3518909,Guzolândia,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3519006,Herculândia,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3519055,Holambra,9.0,,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3519071,Hortolândia,9.0,,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3519105,Iacanga,,5.0,,,,,,,,,,,,,,,,V,Tietê/Jacaré,UGHRI Tietê/Jacaré
3519204,Iacri,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3519253,Iaras,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3519303,Ibaté,,16.0,,,,,,,,,,,,,,,,XVI,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3519402,Ibirá,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3519501,Ibirarema,7.0,,VII,Núcleo Médio Paranapanema,Dr. Luis Fernando Rocha,3º PJ de Assis,Rua Vinte e Quatro de Maio,2,,Vila Clementina,19806-030,Assis,(18) 3322-2155 / 3324-2378,gaemaparanapanema@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,
3519600,Ibitinga,,5.0,,,,,,,,,,,,,,,,V,Tietê/Jacaré,UGHRI Tietê/Jacaré
3519709,Ibiúna,12.0,,XII,Núcleo Tietê/Sorocaba,Dr. Antonio Domingues Farto Neto,,Avenida Engenheiro Carlos Reinaldo Mendes,3200,Sala 609,Alto da Boa Vista,18013-280,Sorocaba,(15) 3228-6700,gaematietesorocaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/tiete_sorocaba,"Ato Normativo nº 848/14-PGJ, de 17/10/14",http://biblioteca.mpsp.mp.br/PHL_IMG/Atos/848.pdf,,,
3519808,Icém,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3519907,Iepê,6.0,,VI,Núcleo Pontal do Paranapanema,Dr. Gabriel Lino de Paula Pires,11º PJ de Presidente Prudente,Avenida Brasil,494,,Centro,19010-031,Presidente Prudente,(18) 3345-2185 / 3345-2150,gaemaprudente@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/PontalParanapanema,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3520004,Igaraçu do Tietê,,5.0,,,,,,,,,,,,,,,,V,Tietê/Jacaré,UGHRI Tietê/Jacaré
3520103,Igarapava,,2.0,,,,,,,,,,,,,,,,II,Sapucaí/Grande,UGRHI Sapucaí/Grande
3520202,Igaratá,1.0,,I,Núcleo Vale do Paraíba,Dr. Laerte Fernando Levai,4º PJ de São José dos Campos,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3520301,Iguape,2.0,,II,Núcleo Vale do Ribeira,Dr. Nilton de Oliveira Mello Neto,3º PJ de Registro,Avenida Clara Gianotti de Souza,102,Salas 106 e 108,Centro,11900-000,Registro,(13) 3821-2934 / 3821-4844,gaemavr@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_Ribeira,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3520426,Ilha Comprida,2.0,,II,Núcleo Vale do Ribeira,Dr. Nilton de Oliveira Mello Neto,3º PJ de Registro,Avenida Clara Gianotti de Souza,102,Salas 106 e 108,Centro,11900-000,Registro,(13) 3821-2934 / 3821-4844,gaemavr@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_Ribeira,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3520442,Ilha Solteira,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3520400,Ilhabela,4.0,,IV,Núcleo Litoral Norte,Dr. Alfredo Luis Portes Neto,1º PJ de São Sebastião,Praça Brigadeiro Rafael Tobias de Aguiar,s/n,,Centro,11608-555, São Sebastião,(12) 3892-1616 / 3892-1810,gaemaln@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Litoral_Norte,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3520509,Indaiatuba,9.0,,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3520608,Indiana,6.0,,VI,Núcleo Pontal do Paranapanema,Dr. Gabriel Lino de Paula Pires,11º PJ de Presidente Prudente,Avenida Brasil,494,,Centro,19010-031,Presidente Prudente,(18) 3345-2185 / 3345-2150,gaemaprudente@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/PontalParanapanema,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3520707,Indiaporã,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3520806,Inúbia Paulista,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3520905,Ipaussu,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3521002,Iperó,12.0,,XII,Núcleo Tietê/Sorocaba,Dr. Antonio Domingues Farto Neto,,Avenida Engenheiro Carlos Reinaldo Mendes,3200,Sala 609,Alto da Boa Vista,18013-280,Sorocaba,(15) 3228-6700,gaematietesorocaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/tiete_sorocaba,"Ato Normativo nº 848/14-PGJ, de 17/10/14",http://biblioteca.mpsp.mp.br/PHL_IMG/Atos/848.pdf,,,
3521101,Ipeúna,11.0,,XI,Núcleo PCJ-Piracicaba,Dra. Alexandra Facciolli Martins,1º PJ de Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,(19) 3433-6185 / 3434-7843,gaemapiracicaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/piracicaba,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3521150,Ipiguá,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3521200,Iporanga,2.0,,II,Núcleo Vale do Ribeira,Dr. Nilton de Oliveira Mello Neto,3º PJ de Registro,Avenida Clara Gianotti de Souza,102,Salas 106 e 108,Centro,11900-000,Registro,(13) 3821-2934 / 3821-4844,gaemavr@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_Ribeira,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3521309,Ipuã,,2.0,,,,,,,,,,,,,,,,II,Sapucaí/Grande,UGRHI Sapucaí/Grande
3521408,Iracemápolis,11.0,,XI,Núcleo PCJ-Piracicaba,Dra. Alexandra Facciolli Martins,1º PJ de Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,(19) 3433-6185 / 3434-7843,gaemapiracicaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/piracicaba,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3521507,Irapuã,,8.0,,,,,,,,,,,,,,,,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3521606,Irapuru,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3521705,Itaberá,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3521804,Itaí,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3521903,Itajobi,,8.0,,,,,,,,,,,,,,,,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3522000,Itaju,,5.0,,,,,,,,,,,,,,,,V,Tietê/Jacaré,UGHRI Tietê/Jacaré
3522109,Itanhaém,3.0,,III,Núcleo Baixada Santista,Dra. Flávia Maria Gonçalves,10ª PJ de São Vicente,Avenida Conselheiro Nébias,756,5º andar / conj. 505,Boqueirão,11013-300,Santos,(13) 3221-6257,gaemabs@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Baixada_Santista,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3522158,Itaóca,2.0,,II,Núcleo Vale do Ribeira,Dr. Nilton de Oliveira Mello Neto,3º PJ de Registro,Avenida Clara Gianotti de Souza,102,Salas 106 e 108,Centro,11900-000,Registro,(13) 3821-2934 / 3821-4844,gaemavr@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_Ribeira,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3522208,Itapecerica da Serra,,13.0,,,,,,,,,,,,,,,,XIII,Cotia/Pirapora,UGRHI Alto Tietê
3522307,Itapetininga,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3522406,Itapeva,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3522505,Itapevi,,13.0,,,,,,,,,,,,,,,,XIII,Cotia/Pirapora,UGRHI Alto Tietê
3522604,Itapira,,14.0,,,,,,,,,,,,,,,,XIV,Alto Mogi,UGRHI Mogi-Guaçu
3522653,Itapirapuã Paulista,2.0,,II,Núcleo Vale do Ribeira,Dr. Nilton de Oliveira Mello Neto,3º PJ de Registro,Avenida Clara Gianotti de Souza,102,Salas 106 e 108,Centro,11900-000,Registro,(13) 3821-2934 / 3821-4844,gaemavr@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_Ribeira,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3522703,Itápolis,,8.0,,,,,,,,,,,,,,,,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3522802,Itaporanga,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3522901,Itapuí,,5.0,,,,,,,,,,,,,,,,V,Tietê/Jacaré,UGHRI Tietê/Jacaré
3523008,Itapura,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3523107,Itaquaquecetuba,8.0,,VIII,Núcleo Cabeceiras,,,Rua Riachuelo,115,Sala 309 / 3º andar,Centro,01007-904,São Paulo,(11) 3119-9370 / 3119-9366,gaema_cabeceiras@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Cabeceiras,"Ato Normativo nº 683/11-PGJ, de 15/02/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/683.pdf,,,
3523206,Itararé,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3523305,Itariri,2.0,,II,Núcleo Vale do Ribeira,Dr. Nilton de Oliveira Mello Neto,3º PJ de Registro,Avenida Clara Gianotti de Souza,102,Salas 106 e 108,Centro,11900-000,Registro,(13) 3821-2934 / 3821-4844,gaemavr@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_Ribeira,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3523404,Itatiba,9.0,,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3523503,Itatinga,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3523602,Itirapina,11.0,,XI,Núcleo PCJ-Piracicaba,Dra. Alexandra Facciolli Martins,1º PJ de Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,(19) 3433-6185 / 3434-7843,gaemapiracicaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/piracicaba,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3523701,Itirapuã,,2.0,,,,,,,,,,,,,,,,II,Sapucaí/Grande,UGRHI Sapucaí/Grande
3523800,Itobi,5.0,,V,Núcleo Pardo,Dr. Guilherme Chaves Nascimento,1º PJ de Cravinhos,Rua Alice Alem Saad,855,,Nova Ribeirânia,14096-570,Ribeirão Preto,(16) 3995-1453 / 3995-1451,gaemapardo@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Pardo,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3523909,Itu,12.0,,XII,Núcleo Tietê/Sorocaba,Dr. Antonio Domingues Farto Neto,,Avenida Engenheiro Carlos Reinaldo Mendes,3200,Sala 609,Alto da Boa Vista,18013-280,Sorocaba,(15) 3228-6700,gaematietesorocaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/tiete_sorocaba,"Ato Normativo nº 848/14-PGJ, de 17/10/14",http://biblioteca.mpsp.mp.br/PHL_IMG/Atos/848.pdf,,,
3524006,Itupeva,9.0,,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3524105,Ituverava,,2.0,,,,,,,,,,,,,,,,II,Sapucaí/Grande,UGRHI Sapucaí/Grande
3524204,Jaborandi,,4.0,,,,,,,,,,,,,,,,IV,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3524303,Jaboticabal,,16.0,,,,,,,,,,,,,,,,XVI,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3524402,Jacareí,1.0,,I,Núcleo Vale do Paraíba,Dr. Laerte Fernando Levai,4º PJ de São José dos Campos,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3524501,Jaci,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3524600,Jacupiranga,2.0,,II,Núcleo Vale do Ribeira,Dr. Nilton de Oliveira Mello Neto,3º PJ de Registro,Avenida Clara Gianotti de Souza,102,Salas 106 e 108,Centro,11900-000,Registro,(13) 3821-2934 / 3821-4844,gaemavr@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_Ribeira,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3524709,Jaguariúna,9.0,,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3524808,Jales,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3524907,Jambeiro,1.0,,I,Núcleo Vale do Paraíba,Dr. Laerte Fernando Levai,4º PJ de São José dos Campos,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3525003,Jandira,,13.0,,,,,,,,,,,,,,,,XIII,Cotia/Pirapora,UGRHI Alto Tietê
3525102,Jardinópolis,5.0,,V,Núcleo Pardo,Dr. Guilherme Chaves Nascimento,1º PJ de Cravinhos,Rua Alice Alem Saad,855,,Nova Ribeirânia,14096-570,Ribeirão Preto,(16) 3995-1453 / 3995-1451,gaemapardo@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Pardo,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3525201,Jarinu,10.0,,X,Núcleo PCJ-Atibaia,,,,,,,,,,,,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3525300,Jaú,,5.0,,,,,,,,,,,,,,,,V,Tietê/Jacaré,UGHRI Tietê/Jacaré
3525409,Jeriquara,,2.0,,,,,,,,,,,,,,,,II,Sapucaí/Grande,UGRHI Sapucaí/Grande
3525508,Joanópolis,10.0,,X,Núcleo PCJ-Atibaia,,,,,,,,,,,,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3525607,João Ramalho,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3525706,José Bonifácio,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
